-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,214,232,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,230,214,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,264,214,214,155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,153,214,214,266,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,170,214,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,214,172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,230,214,214,266,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,264,214,214,232,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,246,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,230,266,-1,-1,-1,-1,153,154,154,154,154,155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,153,154,154,154,154,155,-1,-1,-1,-1,264,232,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,230,214,214,266,-1,-1,-1,-1,-1,170,156,188,188,157,172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,170,156,188,188,157,172,-1,-1,-1,-1,-1,264,214,214,232,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,246,-1,-1,-1,-1,-1,-1,-1,-1,170,172,-1,-1,170,172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,170,172,-1,-1,170,172,-1,-1,-1,-1,-1,-1,-1,-1,246,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,246,-1,-1,-1,-1,-1,-1,-1,-1,170,172,-1,153,174,189,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,187,171,155,-1,170,172,-1,-1,-1,-1,-1,-1,-1,-1,246,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,246,-1,-1,-1,-1,-1,-1,-1,-1,170,172,-1,170,172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,170,172,-1,170,172,-1,-1,-1,-1,-1,-1,-1,-1,246,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,264,232,-1,-1,-1,-1,-1,-1,-1,170,172,-1,170,172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,170,172,-1,170,172,-1,-1,-1,-1,-1,-1,-1,230,266,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,170,214,232,-1,-1,-1,246,-1,170,172,-1,170,173,154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,154,174,172,-1,170,172,-1,246,-1,-1,-1,230,214,172,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,189,-1,264,214,232,-1,246,-1,170,172,-1,187,171,188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,188,171,189,-1,170,172,-1,246,-1,230,214,266,-1,246,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,264,155,246,-1,170,172,-1,-1,246,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246,-1,-1,170,172,-1,246,230,265,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,264,172,-1,170,172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,170,172,-1,170,266,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246,-1,170,172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,170,172,-1,246,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,230,231,232,-1,230,214,214,214,231,172,-1,170,172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,170,172,-1,170,154,214,214,214,232,-1,230,214,232,-1,-1,-1
-1,-1,-1,246,-1,265,231,266,-1,-1,-1,170,171,154,174,172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,170,173,154,174,172,-1,-1,-1,264,214,266,-1,246,-1,-1,-1
-1,-1,-1,246,-1,-1,-1,-1,-1,-1,-1,187,188,188,188,189,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,187,188,188,188,189,-1,-1,-1,-1,-1,-1,-1,246,-1,-1,-1
-1,-1,-1,246,-1,230,214,214,232,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,230,214,214,232,-1,246,-1,-1,-1
-1,-1,-1,246,-1,246,-1,-1,246,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246,-1,-1,246,-1,246,-1,-1,-1
-1,-1,-1,246,-1,246,-1,-1,246,-1,246,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246,-1,246,-1,-1,246,-1,246,-1,-1,-1
-1,-1,-1,264,154,266,-1,-1,264,214,188,214,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,214,188,214,266,-1,-1,264,154,266,-1,-1,-1
-1,-1,-1,-1,246,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
